,Company Name,P/E Ratio,P/S Ratio,Cash Flow,P/B Ratio,Debt to Equity,Dividend Yield,Payout Ratio
0,Aviva,4.99,0.28,2.33,0.58,55.16,2.19,11.46
1,CRH,16.58,0.88,12.99,1.32,98.7,2.51,44.22
2,Royal Mail,10.64,0.16,4.71,0.3,50.22,4.38,46.58
3,Aggreko,8.25,0.66,5.26,0.79,49.37,2.25,55.04
4,Biffa,11.24,0.53,6.17,1.25,134.94,1.2,13.54
5,C&C Group,9.17,0.43,12.57,1.2,99.58,2.44,63.88
6,Rank,10.63,0.7,14.02,1.28,102.17,6.25,44.06
