,Company Name,P/E Ratio,P/S Ratio,Cash Flow,P/B Ratio,Debt to Equity,Dividend Yield,Payout Ratio
0,Aviva,5.08,0.29,2.37,0.59,55.16,2.15,11.46
1,CRH,17.31,0.92,13.57,1.38,98.7,2.51,44.22
2,Royal Mail,14.73,0.22,6.52,0.42,50.22,3.16,46.58
3,Biffa,12.8,0.61,7.06,1.42,134.94,1.06,13.54
