,Company Name,P/E Ratio,P/S Ratio,Cash Flow,P/B Ratio,Debt to Equity,Dividend Yield,Payout Ratio
0,Aviva,5.32,0.3,2.49,0.62,55.16,2.05,11.46
1,CRH,17.31,0.92,13.57,1.38,98.7,2.49,44.22
2,Royal Mail,14.69,0.22,6.5,0.42,50.22,3.17,46.58
3,Aggreko,8.25,0.66,5.26,0.79,49.37,2.25,55.04
4,Biffa,11.4,0.54,6.26,1.27,134.94,1.19,13.54
5,C&C Group,9.17,0.43,12.57,1.2,99.58,2.44,63.88
