,Company Name,P/E Ratio,P/S Ratio,Cash Flow,P/B Ratio,Debt to Equity,Dividend Yield,Payout Ratio
0,Aviva,5.38,0.3,2.51,0.62,55.16,2.03,11.46
1,CRH,18.13,0.96,14.21,1.44,98.7,2.38,44.22
2,Royal Mail,15.09,0.22,6.68,0.43,50.22,3.09,46.58
3,Biffa,12.47,0.6,6.88,1.38,134.94,1.09,13.54
