,Company Name,P/E Ratio,P/S Ratio,Cash Flow,P/B Ratio,Debt to Equity,Dividend Yield,Payout Ratio
0,Aviva,5.22,0.29,2.44,0.61,55.16,2.09,11.46
1,CRH,17.82,0.94,13.97,1.42,98.7,2.44,44.22
2,Royal Mail,14.98,0.22,6.63,0.43,50.22,3.11,46.58
3,Biffa,12.66,0.6,6.98,1.41,134.94,1.07,13.54
