,Company Name,P/E Ratio,P/S Ratio,Cash Flow,P/B Ratio,Debt to Equity,Dividend Yield,Payout Ratio
0,Aviva,5.13,0.29,2.4,0.6,55.16,2.13,11.46
1,CRH,17.69,0.94,13.87,1.41,98.7,2.45,44.22
2,Royal Mail,15.14,0.22,6.7,0.43,50.22,3.08,46.58
3,Biffa,12.53,0.6,6.91,1.39,134.94,1.08,13.54
