,Company Name,P/E Ratio,P/S Ratio,Cash Flow,P/B Ratio,Debt to Equity,Dividend Yield,Payout Ratio
0,Aviva,5.4,0.3,2.52,0.63,55.16,2.02,11.46
1,CRH,18.09,0.96,14.18,1.44,98.7,2.4,44.22
2,Royal Mail,15.17,0.23,6.71,0.43,50.22,3.07,46.58
3,Biffa,12.66,0.6,6.98,1.41,134.94,1.07,13.54
