,Company Name,P/E Ratio,P/S Ratio,Cash Flow,P/B Ratio,Debt to Equity,Dividend Yield,Payout Ratio
0,Aviva,5.24,0.3,2.45,0.61,55.16,2.08,11.46
1,CRH,17.06,0.9,13.37,1.36,98.7,2.4,44.22
2,Royal Mail,13.63,0.2,6.03,0.39,50.22,3.42,46.58
3,Aggreko,8.25,0.66,5.26,0.79,49.37,2.25,55.04
4,Biffa,11.95,0.57,6.56,1.33,134.94,1.13,13.54
5,C&C Group,9.17,0.43,12.57,1.2,99.58,2.44,63.88
6,Rank,9.98,0.65,13.16,1.2,102.17,6.66,44.06
