,Company Name,P/E Ratio,P/S Ratio,Cash Flow,P/B Ratio,Debt to Equity,Dividend Yield,Payout Ratio
0,Aviva,5.25,0.3,2.45,0.61,55.16,2.08,11.46
1,CRH,17.17,0.91,13.46,1.37,98.7,2.38,44.22
2,Royal Mail,13.69,0.2,6.06,0.39,50.22,3.4,46.58
3,Aggreko,8.25,0.66,5.26,0.79,49.37,2.25,55.04
4,Biffa,11.57,0.55,6.35,1.28,134.94,1.17,13.54
5,C&C Group,9.17,0.43,12.57,1.2,99.58,2.44,63.88
6,Rank,10.01,0.66,13.2,1.2,102.17,2.24,44.06
