,Company Name,P/E Ratio,P/S Ratio,Cash Flow,P/B Ratio,Debt to Equity,Dividend Yield,Payout Ratio
0,Aviva,4.41,0.16,2.37,0.64,55.43,3.41,48.5
1,Grafton,10.87,0.59,11.42,1.14,64.77,0.99,31.37
2,Hunting,10.51,0.42,5.04,0.34,4.2,2.18,45.84
3,Royal Mail,11.24,0.17,4.97,0.32,50.22,4.14,46.58
4,Biffa,11.24,0.53,6.17,1.25,134.94,1.2,13.54
5,C&C Group,9.17,0.43,12.57,1.2,99.58,2.44,63.88
6,TI Fluid Systems,7.18,0.3,7.91,0.87,113.14,1.52,32.91
